cpt	cpf	cpit	cpif	cprandfftt	cprandfftf	cprandt	cprandf
25.456284898	0.98546670613754	27.105317262	0.988739308586303	15.121388212	0.988870953045946	10.178620033	0.987994612986044
25.850912427	0.985590134481959	27.569351926	0.988866040892028	15.355742412	0.989114099593732	10.338296387	0.98733208638464
26.252229538	0.985710139784912	28.078840409	0.988938384769184	15.629658894	0.989048711240704	10.498523899	0.988377165993071
26.645543083	0.985826836295673	28.472388615	0.988993496028787	15.858929423	0.989159067570213	10.65583347	0.988217200698375
27.040402226	0.98594033264272	28.910185106	0.989037885583025	16.088955697	0.988953865498983	10.814356226	0.988197348330771
27.437553367	0.98605073222374	29.316617446	0.989075323293797	16.31618673	0.988710975959247	10.973028344	0.98666681771573
27.841743409	0.986158133562946	29.712563851	0.989108155169637	16.546767654	0.988679272104099	11.132130078	0.987978833971466
28.247283353	0.986262630638918	30.119332741	0.989137852334249	16.785712255	0.988883860903287	11.325485012	0.987662871994676
28.644659795	0.986364313185478	30.517383371	0.989165338119763	17.015031449	0.988794238555821	11.485218378	0.988011187671506
29.042157868	0.986463266968415	30.917773891	0.989191192790295	17.242760663	0.988722647642618	11.64387638	0.987744953081119
29.442457303	0.986559574040353	31.307692271	0.989215782931288	17.470316697	0.988796086085867	11.803047267	0.988259168873805
29.839583936	0.986653312975264	31.838867023	0.989239342557545	17.698224821	0.988537339751067	11.960572542	0.987288845329549
30.241425729	0.986744559085181	32.283421536	0.989262023570522	17.944144913	0.988408657280834	12.129637065	0.987981638172114
30.64271519	0.986833384619882	32.688117773	0.989283926992756	18.172612857	0.988884360937891	12.286774338	0.986878625269387
31.045692223	0.98691985895171	33.092627576	0.989305122244284	18.399808549	0.989067603369945	12.446618564	0.987968547648329
31.441682954	0.987004048746397	33.492030892	0.989325659022532	18.63062497	0.988574416019637	12.606287042	0.987941845595631
31.837564743	0.987086018121272	33.910238147	0.989345574622809	18.868764037	0.988524366792566	12.764533772	0.987605944647068
32.237984286	0.987165828791736	34.305055597	0.989364898453316	19.11954056	0.988294361730316	12.923318176	0.987450851752181
32.644355245	0.987243540207262	34.692356498	0.989383654825467	19.368604387	0.988713438282676	13.082272074	0.987364594571178
33.05036005	0.987319209677391	35.094550419	0.98940186468453	19.609922329	0.988828970692193	13.255574596	0.98752784767481
33.443460966	0.987392892488967	35.493259507	0.98941954668756	19.86296708	0.98866683055254	13.418697705	0.987899382869142
33.841001443	0.987464642014795	35.880950366	0.989436717879524	20.09459742	0.988963241359457	13.575817742	0.988072834264553
34.246480001	0.987534509815077	36.321048946	0.98945339412114	20.349888449	0.988797237270525	13.735161609	0.986979034004995
34.642936613	0.987602545731364	36.749245091	0.989469590363182	20.589055467	0.988749460521995	13.895193124	0.988487906658363
35.03727376	0.987668797974412	37.160386072	0.989485320824765	20.8417851	0.988640857348954	14.054447788	0.987477319040879
35.440009923	0.987733313205886	37.554937206	0.989500599112203	21.082030989	0.989084786416537	14.212846943	0.987837665571997
35.836793253	0.987796136614649	37.945694279	0.989515438300342	21.332855652	0.988829976946966	14.379852286	0.987172363123759
36.233245946	0.987857311987479	38.342802903	0.989529850989392	21.577094029	0.988946752639847	14.540841726	0.987236920681113
36.631741507	0.987916881775951	38.757069806	0.989543849347485	21.827196899	0.988680279406542	14.698741439	0.987474888843035
37.029854524	0.987974887158175	39.186043728	0.989557445142344	22.087332077	0.988696756555105	14.856549645	0.98747232463634
37.426042908	0.988031368096577	39.576342473	0.989570649766563	22.328018563	0.988865946896644	15.014297682	0.987625494543133
37.835485296	0.988086363392419	40.011042538	0.989583474258893	22.583783691	0.988605234890959	15.182736642	0.98778016122407
38.237219127	0.988139910736271	40.430303613	0.98959592932153	22.845140003	0.988901265616396	15.342842218	0.988833155866625
38.636350512	0.988192046755546	40.822793133	0.98960802533597	23.10815997	0.988737889529399	15.500132283	0.987857618402458
39.032344889	0.988242807059071	41.213512512	0.989619772376631	23.347782722	0.988945536696873	15.65812678	0.987984786387007
39.428726882	0.988292226278675	41.624628735	0.989631180223318	23.583580975	0.989107125445538	15.818691211	0.988238936515901
39.822806797	0.98834033810841	42.022735614	0.98964225837275	23.83117674	0.988898627715572	15.977996862	0.988302301179561
40.229450641	0.988387175341276	42.421367737	0.989653016048986	24.087815981	0.989003842158857	16.170179467	0.988335930042493
40.627102711	0.988432769903612	42.821670116	0.989663462213606	24.344342874	0.988582851665747	16.328879284	0.987924714937682
41.027188954	0.988477152887711	43.221838779	0.98967360557454	24.594658431	0.988563441250237	16.487714497	0.987493845547261
41.423932852	0.988520354582163	43.615719823	0.98968345459516	24.851663985	0.988601539068673	16.645432527	0.988466480393893
41.821272879	0.988562404500804	44.012183505	0.989693017502062	25.104879002	0.988884046024801	16.804254656	0.987458442492184
42.219964475	0.98860333140952	44.406751971	0.989702302293154	25.384593175	0.988955696368417	16.962127616	0.98757169475677
42.624230053	0.988643163352056	44.808476013	0.989711316744888	25.652277532	0.988843282789852	17.120680875	0.988000859992777
43.016392014	0.988681927673851	45.207434865	0.989720068419092	25.912767417	0.988967605127495	17.279566513	0.987523345120847
43.439448196	0.988719651044965	45.608592089	0.989728564670001	26.165429438	0.988827955592453	17.436406262	0.98827201010644
43.836092011	0.988756359481505	46.019592816	0.989736812650172	26.435283822	0.98891452910235	17.592780247	0.987735078701394
44.233914527	0.988792078366062	46.423605462	0.989744819316776	26.693354387	0.988703810814577	17.7556097	0.987291857023636
44.629374054	0.988826832466987	46.860820614	0.989752591437452	26.943372335	0.98891992027493	17.919109322	0.988093380085242
45.024750226	0.988860645956543	47.304806775	0.989760135595705	27.201902031	0.988802251677723	18.084116487	0.987944311661932
45.428849927	0.988893542428557	47.722177521	0.989767458196254	27.453674176	0.98869267172264	18.252955288	0.988011371054719
45.827047685	0.988925544914493	48.115268426	0.989774565470203	27.755001598	0.989019202903774	18.435460782	0.987487475555254
46.23361839	0.988956675899605	48.515635864	0.98978146348003	28.088129993	0.9889467047109	18.600834257	0.98787635864532
46.629540882	0.988986957337505	48.96920975	0.989788158124102	28.412440202	0.988876694132607	18.766741227	0.988042648366704
47.021273113	0.989016410664604	49.481811591	0.989794655141334	28.72936946	0.988939007083816	18.961119495	0.987089227365561
47.417747323	0.989045056813677	50.009557322	0.989800960115631	29.294419265	0.989084448112262	19.117795876	0.98803409174592
47.81360289	0.989072916226765	50.471403263	0.989807078480061	29.817438224	0.98858189063089	19.273693888	0.988292715143828
48.214226995	0.989100008867813	50.876570889	0.989813015521	30.331423919	0.988826586752226	19.438223633	0.986822354503161
48.623912508	0.989126354234306	51.290635842	0.989818776382011	30.755567858	0.988576747707532	19.595024977	0.987984365449581
49.03005265	0.989151971368893	51.70430963	0.989824366067674	31.075040284	0.988664735638355	19.753953345	0.987895628912699
49.432334386	0.989176878870285	52.114993147	0.989829789447352	32.098078326	0.988730259062478	19.914549261	0.987777667726421
49.821387572	0.989201094903846	52.520629428	0.98983505125875	32.518550319	0.988844588882413	20.072426933	0.988208294032132
50.221844531	0.989224637211479	52.94647918	0.989840156111371	32.860769287	0.988896613251242	20.230498467	0.988216598618738
50.642351538	0.989247523121986	53.354346667	0.989845108489851	33.226046769	0.988894422121751	20.387416423	0.987126232186283
51.085582532	0.989269769559831	53.849039137	0.98984991275734	33.574824835	0.98883612882555	20.544335702	0.987465732190658
51.583110862	0.989291393054672	54.34725187	0.989854573158607	33.919267423	0.988607775563168	20.702701295	0.987173553308288
52.035414772	0.989312409750122	54.823522461	0.989859093823061	34.480747126	0.988809537306611	20.862184425	0.98659713071523
52.464116481	0.989332835412143	55.617262421	0.989863478767823	34.823332498	0.988426990956838	21.019612058	0.988134760121581
53.022137106	0.98935268543745	56.064108744	0.989867731900732	35.380318677	0.989025066581607	21.203084332	0.987943376206638
53.436780532	0.989371974861536	56.510390533	0.98987185702292	35.948959699	0.98903334035272	21.385259413	0.988204108844043
53.857439754	0.989390718366323	57.0156456	0.98987585783184	36.418419457	0.988822634301472	21.544662552	0.988358154413166
54.274733041	0.989408930287961	57.591985881	0.989879737923797	36.891057098	0.988825816747128	21.702485886	0.988080577004949
54.722418776	0.989426624624007	58.125349197	0.989883500796601	37.362568413	0.988679879738829	21.860481402	0.987245820369316
55.181166188	0.989443815040659	58.609097858	0.989887149852035	37.803875664	0.988641563806376	22.01955772	0.98849335211037
55.603466464	0.989460514879845	59.106845679	0.989890688398467	38.124485374	0.988841181698669	22.177585833	0.987733463017813
56.074469694	0.989476737165963	59.545089353	0.98989411965322	38.643127193	0.988881691889372	22.336580715	0.987562624204301
56.479370194	0.989492494612618	60.064620351	0.989897446744887	39.066278554	0.988964505789856	22.493360465	0.98704336188879
56.916227399	0.989507799629098	60.557597872	0.989900672715553	39.468025415	0.988949890479295	22.650180964	0.987490154308825
57.436964137	0.989522664326559	61.111569488	0.989903800523156	39.873361494	0.988981721702315	22.807803862	0.988464537016369
57.867796682	0.989537100524718	61.560585084	0.989906833043724	40.412988956	0.988853450964485	22.965423997	0.988226137457351
58.275161411	0.989551119757525	61.978451611	0.989909773073271	40.867717571	0.989006841886618	23.124644055	0.987848524955032
58.708671194	0.989564733279266	62.375301992	0.989912623330095	41.199255608	0.988850104675583	23.282995492	0.988279019522579
59.119503261	0.989577952070465	62.776643926	0.989915386456552	41.527597124	0.988802099579138	23.456407954	0.986840488815978
59.524826519	0.989590786843677	63.184292213	0.989918065021386	42.017076859	0.988793899922964	23.614966111	0.988033851511415
59.920565506	0.989603248048865	63.583709326	0.989920661521332	42.560638189	0.98871007285608	23.77303145	0.987854051593241
60.319962776	0.989615345879285	64.018153084	0.989923178383052	42.951750037	0.988732227391602	23.930140414	0.987983630125591
60.730876792	0.989627090276497	64.433996957	0.989925617965126	43.377180985	0.989014421104556	24.086905662	0.987557520926957
61.125799125	0.989638490935981	64.843853202	0.989927982559635	43.976075682	0.988921246343405	24.255215869	0.987503177559699
61.676955595	0.989649557312327	65.246679883	0.989930274394086	44.319708518	0.988471349639794	24.427356551	0.98818388705013
62.195330379	0.989660298624222	65.662462074	0.989932495633006	44.676633689	0.988869119115849	24.598107813	0.987366369120007
62.59954097	0.989670723859595	66.073328129	0.989934648379581	45.012798589	0.988950873949024	24.768383775	0.987704244470514
63.02225785	0.989680841780567	66.488002937	0.98993673467732	45.382439327	0.9889467597558	24.938356024	0.988667230586511
63.534263117	0.989690660928169	66.906199597	0.989938756511721	45.804179133	0.988864188519566	25.094326683	0.987316350092618
